AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11967758,11778,4/14/2018,7/12/2020,Assisted Living Facility,GALLOWAY ADULT CARE INC,10740 SW 87TH AVE,,MIAMI,FL,33176-3705,Miami-Dade,(786) 360-2636,10740 SW 87TH AVE,,MIAMI,FL,33176-3705,Miami-Dade,LICENSED,GALLOWAY ADULT CARE  INC.,11/25/2009,NORAISY PEREZ,6,For-Profit,
11967039,11134,10/10/2019,1/7/2022,Assisted Living Facility,GARDEN HILLS RETIREMENT CENTER  INC,10337 SW 159TH CT,,MIAMI,FL,33196-6143,Miami-Dade,(305) 382-8712,10337 SW 159TH CT,,MIAMI,FL,33196-6143,Miami-Dade,LICENSED,GARDEN HILLS RETIREMENT CENTER  INC,8/6/2007,LIZET MONTERO,6,For-Profit,
11967462,11547,3/12/2019,6/9/2021,Assisted Living Facility,GARDEN MANOR INC.,1562 GARDEN AVENUE,,HOLLY HILL,FL,32117,Volusia,(386) 677-0402,1562 GARDEN AVENUE,,HOLLY HILL,FL,32117,Volusia,LICENSED,GARDEN MANOR INC,10/1/2009,SANDRA RAMASAMI,28,For-Profit,
11968262,12249,10/16/2019,1/13/2022,Assisted Living Facility,GARDEN OASIS ALF,515 HICKORY LAKE DR,,BRANDON,FL,33511,Hillsborough,(813) 315-8233,3202 W BAKER ST,,PLANT CITY,FL,33563-2849,Hillsborough,LICENSED,GARDEN OASIS ALF  LLC,10/18/2015,GLADYS T KANODEREKA,6,For-Profit,www.gardenoasisalf.com
11969613,13410,1/31/2020,4/30/2022,Assisted Living Facility,GARDEN OASIS SENIOR LIVING,415 DAVID ST,,WINTER SPRINGS,FL,32708,Seminole,(407) 529-4280,732 FANNING DR,,WINTER SPRINGS,FL,32708,Seminole,LICENSED,A & S FAMILY LLC,9/25/2019,SHARON LYNN HEANEY,6,For-Profit,
11968125,12067,9/21/2019,12/19/2021,Assisted Living Facility,GARDEN OF ROSES,3629 SE 2ND ST,,BOYNTON BEACH,FL,33435,Palm Beach,(954) 682-1783,3629 SE 2ND ST,,BOYNTON BEACH,FL,33435,Palm Beach,LICENSED,GARDEN OF ROSES ASSISTED LIVING LLC,6/15/2011,ROSE MARIE WONG,6,For-Profit,
11967297,11388,8/18/2018,11/15/2020,Assisted Living Facility,GARDEN VALLEY RETIREMENT HOME LLC,18140 NW 90 AVENUE,,MIAMI,FL,33018,Miami-Dade,(305) 557-4862,15341 SW 20TH ST,,MIRAMAR,FL,33027,Broward,LICENSED,GARDEN VALLEY RETIREMENT HOME LLC,4/18/2008,IBIS ELCID,6,For-Profit,
11910568,5223,9/14/2018,12/12/2020,Assisted Living Facility,GARDEN VIEW ALF,526 N MARY ELLA AVE,,PANAMA CITY,FL,32404-2323,Bay,(850) 871-1611,526 N MARY ELLA AVE,,PANAMA CITY,FL,32404-2323,Bay,LICENSED,HSW OF PANAMA CITY LLC,10/26/2007,HALINA WOJTYNA,40,For-Profit,
11963756,8231,10/1/2018,12/29/2020,Assisted Living Facility,GARDEN VILLAS,912 N OLIVE AVENUE,,WEST PALM BEACH,FL,33401,Palm Beach,(561) 820-9946,912 N OLIVE AVENUE,,WEST PALM BEACH,FL,33401,Palm Beach,LICENSED,ASSISTED MEDCARE  INC.,5/15/2013,GERALDINE MARQUEZ CUESTA,16,For-Profit,
11967596,11585,5/26/2019,8/23/2021,Assisted Living Facility,GARDENS AT LAKEVIEW (THE),30 W GARDEN AVENUE,,WINTER GARDEN,FL,34787,Orange,(407) 947-5687,PO BOX 784884,,WINTER GARDEN,FL,34778-4884,Orange,LICENSED,GARDENS AT LAKEVIEW LLC (THE),4/20/2009,KELLEY NICOLE KEOPPEN,6,For-Profit,
11968455,12341,3/21/2019,6/18/2021,Assisted Living Facility,GARDENS AT MONTVERDE LLC  THE,15425 CR 455,,MONTVERDE,FL,34756,Lake,(407) 947-5687,PO BOX 784884,,WINTER GARDEN,FL,34778-4884,Orange,LICENSED,GARDENS AT MONTVERDE LLC THE,1/8/2013,REGINA MANALILI,10,For-Profit,
11922369,5368,3/1/2019,5/29/2021,Assisted Living Facility,GARDENS AT TAVARES LLC (THE),900 EAST ALFRED ST,,TAVARES,FL,32778-3402,Lake,(407) 947-5687,PO BOX 784884,,WINTER GARDEN,FL,34778-4884,Orange,LICENSED,THE GARDENS AT TAVARES  LLC,3/1/2017,KELLEY NICOLE KEOPPEN,36,For-Profit,www.thegardensassistedliving.net.
11967678,11716,12/1/2019,11/29/2020,Assisted Living Facility,GARDENS HOME ALF LLC,18201 NW 57 AVENUE,,MIAMI,FL,33055,Miami-Dade,(786) 320-6195,18201 NW 57 AVENUE,,MIAMI,FL,33055,Miami-Dade,PROVISIONAL,Gardens Home ALF LLC,12/1/2019,LISETTE SANCHEZ,6,For-Profit,
11966640,10843,6/7/2018,9/4/2020,Assisted Living Facility,GARDENS OF NORTH PORT (THE),4900 S SUMTER BLVD,,NORTH PORT,FL,34287-2917,Sarasota,(941) 423-0658,4900 S SUMTER BLVD,,NORTH PORT,FL,34287-2917,Sarasota,LICENSED,NORTH PORT RETIREMENT CENTER  INC.,1/18/2006,DANNY ROBINSON,50,For-Profit,southwestfloridaretirementcenters.com
11968757,12599,12/18/2018,3/17/2021,Assisted Living Facility,GARDENS OF TIME II CORP,2914 W SLIGH AVE,,TAMPA,FL,33614,Hillsborough,(813) 505-5564,2914 W SLIGH AVE,,TAMPA,FL,33614,Hillsborough,LICENSED,GARDENS OF TIME II CORP,11/7/2014,MARTHA JULIA MEDINA-RODRIGUEZ,5,For-Profit,www.gardensoftimealf.com
11968362,12263,10/8/2018,1/5/2021,Assisted Living Facility,GARDENS OF TIME LLC,4603 N SAINT VINCENT ST,,TAMPA,FL,33614,Hillsborough,(813) 505-5564,4603 N SAINT VINCENT ST,,TAMPA,FL,33614,Hillsborough,LICENSED,GARDENS OF TIME LLC,7/26/2012,MARTHA JULIA MEDINA-RODRIGUEZ,8,For-Profit,
11968551,12423,10/8/2019,1/5/2022,Assisted Living Facility,GARDENS OF VENICE RETIREMENT RESIDENCE,2901 JACARANDA BLVD,,VENICE,FL,34293,Sarasota,(941) 497-0650,2901 JACARANDA BLVD,,VENICE,FL,34293,Sarasota,LICENSED,NORTH PORT RETIREMENT CENTER  INC.,8/20/2013,VENISSA DRIGGERS,50,For-Profit,SOUTHWESTFLORIDARETIREMENTCENTER.COM
11969425,13232,10/29/2018,1/26/2021,Assisted Living Facility,GARDENS RESIDENCE INC,114 CHESTNUT CIR,,ROYAL PALM BEACH,FL,33411,Palm Beach,(561) 753-0064,114 CHESTNUT CIR,,ROYAL PALM BEACH,FL,33411,Palm Beach,LICENSED,GARDENS RESIDENCE INC,7/24/2018,MARCO BARRON,6,For-Profit,
11967977,11930,12/20/2018,3/19/2021,Assisted Living Facility,GENERATIONS ON THE BEACH,427 ORIOLE LANE,,INDIALANTIC,FL,32903,Brevard,(321) 610-4636,427 ORIOLE LANE,,INDIALANTIC,FL,32903,Brevard,LICENSED,GENERATIONS ON THE BEACH  INC,11/1/2010,DENISE CLERC,6,For-Profit,www.GenerationsontheBeach.com
11969139,12958,2/2/2019,5/2/2021,Assisted Living Facility,GENERATIONS SENIOR LIVING AT LAKE MIONA,9871 CR 121,,WILDWOOD,FL,34785,Sumter,(352) 474-2696,2518 BURNSED BLVD STE 317,,THE VILLAGES,FL,32163,Sumter,LICENSED,STATE ROAD 121  LLC,12/2/2016,CORAL DI-MAGGIO,6,For-Profit,genseniorliving.com
11969366,13182,6/6/2018,6/5/2020,Assisted Living Facility,GENERATIONS SENIOR LIVING AT THE FAIRWAYS,5268 CR 125,,WILDWOOD,FL,34785,Sumter,(352) 474-2696,2518 BURNSED BLVD STE 317,,THE VILLAGES,FL,32163,Sumter,LICENSED,CR 125  LLC,6/6/2018,CORAL DI-MAGGIO,6,For-Profit,genseniorliving.com
11968909,12747,8/22/2018,11/19/2020,Assisted Living Facility,GENESIS ALF VALRICO,1108 BLACK KNIGHT DR,,VALRICO,FL,33594,Hillsborough,(813) 300-6177,10107 PADDOCK OAKS DR,,RIVERVIEW,FL,33569,Hillsborough,LICENSED,Genesis ALF Of Tampa Management Group Corp,8/22/2018,GLADYS T KANODEREKA,5,For-Profit,www.genesisalfgroup.com
11968253,12174,4/17/2018,4/16/2020,Assisted Living Facility,GENTLE CARE ASSISTED LIVING 3,27 ROLLING SANDS DR,,PALM COAST,FL,32164,Flagler,(386) 313-0357,27 ROLLING SANDS DR,,PALM COAST,FL,32164-6985,Flagler,IN REVIEW,GENTLE CARE ASSISTED LIVING INC,3/17/2005,EMMA PRONESTI,6,For-Profit,gentlecareassistedlivinginc.com
11967108,11197,1/7/2018,1/6/2020,Assisted Living Facility,GENTLE CARE ASSISTED LIVING INC. 2,77-A BRUNSWICK LANE,,PALM COAST,FL,32137,Flagler,(386) 446-0322,77-A BRUNSWICK LANE,,PALM COAST,FL,32137,Flagler,IN REVIEW,GENTLE CARE ASSISTED LIVING INC,1/7/2008,EMMA PRONESTI,6,For-Profit,
11966430,10635,5/11/2019,8/8/2021,Assisted Living Facility,GENTLE CARE ASSISTED LIVING  INC.,66 BLARE CASTLE DRIVE,,PALM COAST,FL,32137,Flagler,(386) 302-5564,66 BLARE CASTLE DRIVE,,PALM COAST,FL,32137,Flagler,LICENSED,GENTLE CARE ASSISTED LIVING INC,3/18/2005,GIULIO BEN PRONESTI,6,For-Profit,gentlecarealf.wixsite.com/gentlecarealf
11967689,11674,10/13/2019,1/10/2022,Assisted Living Facility,GENTLE SHEPHERD ASSISTED LIVING FACILITY (THE),1707 WEST OAK STREET,,KISSIMMEE,FL,34741,Osceola,(407) 932-0084,1707 WEST OAK STREET,,KISSIMMEE,FL,34741,Osceola,LICENSED,GENTLE SHEPHERD ASSISTED LIVING FACILITY  INC.,8/28/2009,JEAN M DENIS,6,For-Profit,
11965956,10237,12/9/2018,3/8/2021,Assisted Living Facility,GENTLE TOUCH ASSISTED LIVING FACILITY,5010 SW 11TH ST,,PLANTATION,FL,33317-4409,Broward,(954) 327-3354,5010 SW 11TH ST,,PLANTATION,FL,33317-4409,Broward,LICENSED,NINI WHYTE CORPORATION,9/1/2006,DORRETTE ADASSA WHYTE,6,For-Profit,
11968779,12624,2/11/2019,5/11/2021,Assisted Living Facility,GENTLE TOUCH ASSISTED LIVING FACILITY  LLC,4387 NW 42ND TER,,LAUDERDALE LAKES,FL,33319,Broward,(954) 292-3596,4387 NW 42ND TER,,LAUDERDALE LAKES,FL,33319,Broward,LICENSED,GENTLE TOUCH ASSISTED LIVING FACILITY  LLC,12/8/2014,ALTHEA SMITH,6,For-Profit,
11968966,12797,12/12/2019,8/18/2020,Assisted Living Facility,GENTRY PARK ORLANDO,3201 CENTER POINT DR,,ORLANDO,FL,32825,Orange,(240) 595-6060,6931 ARLINGTON ROAD STE 320,,BETHESDA,FL,20814,Orange,PROVISIONAL,MH Gentry Park AL Operating  LLC,9/18/2019,JACK A BARNES,100,For-Profit,https://gentryparkorlando.com/
11964399,8966,7/3/2019,9/30/2021,Assisted Living Facility,GEORGIA'S PLACE,2101 7TH ST  SO,,SAINT PETERSBURG,FL,33705,Pinellas,(727) 896-6070,2101 7TH ST  SO,,SAINT PETERSBURG,FL,33705,Pinellas,LICENSED,GEORGIA'S PLACE INC,3/28/2005,GEORGIA LEMON,19,For-Profit,
11967466,11473,11/4/2018,2/1/2021,Assisted Living Facility,GINNY'S PLACE II  LLC,2251 TURTLEMOUND ROAD,,MELBOURNE,FL,32934,Brevard,(321) 258-2351,685 ROSSMOOR CIRCLE,,MELBOURNE,FL,32940,Brevard,LICENSED,GINNY'S PLACE II LLC,10/6/2005,STEPHANIE DURGIN,6,For-Profit,ginnysplacealf.com
11967077,11161,11/20/2019,2/17/2022,Assisted Living Facility,GINNY'S PLACE  LLC,1198 AUBURN LAKES DR,,ROCKLEDGE,FL,32955,Brevard,(321) 258-2351,685 ROSSMOOR CIR,,MELBOURNE,FL,32940,Brevard,LICENSED,GINNY'S PLACE  LLC,9/10/2007,STEPHANIE DURGIN,6,For-Profit,ginnysplacealf.com
11967983,12375,7/8/2019,10/5/2021,Assisted Living Facility,GLADE GARDEN INC,5860 91ST AVE N,,PINELLAS PARK,FL,33782-4910,Pinellas,(727) 258-4537,5860 91ST AVE N,,PINELLAS PARK,FL,33782-4910,Pinellas,LICENSED,GLADE GARDEN INC,7/8/2013,DZENATA SIMOVIC,6,For-Profit,
11968919,12800,3/8/2020,6/5/2022,Assisted Living Facility,GLADWELL FORT MYERS,3501 HANCOCK BRIDGE PARKWAY,,FORT MYERS,FL,33903,Lee,(239) 217-5900,3501 HANCOCK BRIDGE PARKWAY,,FORT MYERS,FL,33903,Lee,LICENSED,CORAL HOUSE ASSISTED LIVING COMMUNITY  LLC,1/21/2016,SUSAN WILCOX-HARRIS,119,For-Profit,
11967655,11650,6/21/2019,9/18/2021,Assisted Living Facility,GLENBROOKE AT PALM BAY,815 BRIAR CREEK BLVD NE,,PALM BAY,FL,32905,Brevard,(321) 956-3330,815 BRIAR CREEK BLVD NE,,PALM BAY,FL,32905,Brevard,LICENSED,TARANTINO SENIOR LIVING COMMUNITIES  LLC,6/21/2013,GINA BELL,60,For-Profit,www.glenbrookeseniorliving.com
11911784,7125,3/16/2020,6/30/2022,Assisted Living Facility,GLENDALE HOUSE,1706 NORTH HIGHLAND AVENUE,,CLEARWATER,FL,33755,Pinellas,(727) 461-0774,1706 NORTH HIGHLAND AVENUE,,CLEARWATER,FL,33755,Pinellas,LICENSED,VIJAK  INC.,4/2/2004,VIVIANE ABAKA,12,For-Profit,glendalehouseofclearwater.net
11968226,12126,1/18/2020,4/17/2022,Assisted Living Facility,GLENVILLE PINES ALF,1351 STEELE RD SE,,PALM BAY,FL,32909,Brevard,(321) 258-4056,1351 STEELE RD SE,,PALM BAY,FL,32909,Brevard,LICENSED,ELIDA M. REYES-KERR,8/6/2010,ELIDA M. REYES-KERR,5,For-Profit,www.GLENVILLEPINES.COM
11968590,12461,2/26/2020,2/25/2020,Assisted Living Facility,GLENVILLE PINES II ASSISTED LIVING FACILITY,211 SILVER OAKS RD NE,,PALM BAY,FL,32907,Brevard,(321) 258-4056,1351 STEELE RD SE,,PALM BAY,FL,32909,Brevard,IN REVIEW,,2/26/2018,ELIDA M. REYES-KERR,5,For-Profit,glenvillepines.com
11969640,13393,1/9/2020,4/8/2022,Assisted Living Facility,GLORIA ASSISTED LIVING FACILITY LLC,5034 KATHY LN,,WEST PALM BEACH,FL,33415,Palm Beach,(561) 693-7259,5034 KATHY LN,,WEST PALM BEACH,FL,33415,Palm Beach,LICENSED,GLORIA ASSISTED LIVING FACILITY LLC,11/15/2019,BLANTANE MONTELUS,5,For-Profit,
11966500,10702,8/31/2019,11/28/2021,Assisted Living Facility,GLORY ASSISTED LIVING FACILITY,7221 UDINE AVENUE,,ORLANDO,FL,32819,Orange,(407) 345-4824,7221 UDINE AVENUE,,ORLANDO,FL,32819,Orange,LICENSED,GLORY ASSISTED LIVING INC,6/13/2005,DELFEINE MELBOURNE,6,For-Profit,
11969203,13049,8/22/2019,11/19/2021,Assisted Living Facility,GOCIO HOME,3781 GOCIO RD,,SARASOTA,FL,34235,Sarasota,(941) 371-4091,3781 GOCIO RD,,SARASOTA,FL,34235,Sarasota,LICENSED,EXCELSIOR OMEGA INC,4/11/2017,SARAH L HOLMES,5,For-Profit,
11968607,12482,3/27/2020,6/25/2022,Assisted Living Facility,GOD ANSWERS PRAYERS- EMMANUEL  INC,13470 SE 101 TER,,BELLEVIEW,FL,34420,Marion,(352) 288-2508,13470 SE 101 TER,,BELLEVIEW,FL,34420,Marion,LICENSED,GOD ANSWERS PRAYERS-EMMANUEL INC,1/14/2014,CHERYL APPLEGATE,6,Not-For-Profit,godanswersprayersalf.com
11964066,5448,2/22/2018,2/21/2020,Assisted Living Facility,GOD'S VIP SENIOR HAVEN LLC,4681 SW 66TH AVENUE,,DAVIE,FL,33314,Broward,(954) 581-9111,4681 SW 66TH AVENUE,,DAVIE,FL,33314,Broward,IN REVIEW,GOD'S VIP SENIOR HAVEN LLC,2/22/2018,MACKENZIE KELLER,20,For-Profit,www.godsvipseniorhaven.com
11969201,13087,10/18/2019,1/15/2022,Assisted Living Facility,GOLD CHOICE DELTONA,2310 N NORMANDY BLVD,,DELTONA,FL,32725,Volusia,(386) 259-3860,2310 N NORMANDY BLVD,,DELTONA,FL,32725,Volusia,LICENSED,DELTONA ALF MANAGEMENT  LLC,4/1/2017,BARBARA LYNCH,96,For-Profit,www.mygoldchoice.com
11967442,11475,4/1/2019,6/29/2021,Assisted Living Facility,GOLD CHOICE ORMOND BEACH,1410 HAND AVE,,ORMOND BEACH,FL,32174,Volusia,(386) 236-1829,1410 HAND AVE,,ORMOND BEACH,FL,32174,Volusia,LICENSED,ORMOND ALF MANAGEMENT  LLC,4/1/2015,AMBER BALL,75,For-Profit,www.mygoldchoice.com
11967463,11493,12/3/2018,3/2/2021,Assisted Living Facility,GOLD COAST LOVING CARE  INC.,5517 HAYES STREET,,HOLLYWOOD,FL,33021-4632,Broward,(954) 534-9401,5517 HAYES STREET,,HOLLYWOOD,FL,33021-4632,Broward,LICENSED,GOLD COAST LOVING CARE  INC.,10/2/2008,GOLDIE PIERRE,6,For-Profit,
11968541,12443,12/9/2019,12/8/2021,Assisted Living Facility,GOLDEN AGE ALF OF TAMPA BAY INC,3328 W SPRUCE ST,,TAMPA,FL,33607-4225,Hillsborough,(813) 877-6581,3328 W SPRUCE ST,,TAMPA,FL,33607-4225,Hillsborough,LICENSED,GOLDEN AGE ALF OF TAMPA BAY INC,8/9/2013,BRYAN TOLEDO,8,For-Profit,
11967327,11384,4/1/2019,6/29/2021,Assisted Living Facility,GOLDEN AGE ALF V  LLC,7861 NW 175TH ST,,HIALEAH,FL,33015,Miami-Dade,(305) 400-8976,7861 NW 175TH ST,,HIALEAH,FL,33015,Miami-Dade,LICENSED,GOLDEN AGE ASSISTED LIVING FACILITY V  LLC,12/17/2014,MANUEL A TORRES,6,For-Profit,http://www.goldenagealf.com/home.html
11966994,11111,9/19/2019,12/18/2021,Assisted Living Facility,GOLDEN AGE ALF VI LLC,9700 NW 29TH AVE,,MIAMI,FL,33147-2342,Miami-Dade,(786) 631-3841,9700 NW 29TH AVE,,MIAMI,FL,33147-2342,Miami-Dade,LICENSED,Golden Age ALF VI LLC,8/7/2019,YOMAY GALVEZ-MIR,6,For-Profit,
11966030,10311,5/12/2018,8/9/2020,Assisted Living Facility,GOLDEN AGE ASSISTED LIVING FACILITY III  LLC,2793 WEST 72 STREET,,HIALEAH,FL,33016,Miami-Dade,(305) 362-5264,2793 WEST 72 STREET,,HIALEAH,FL,33016,Miami-Dade,LICENSED,GOLDEN AGE ASSISTED LIVING FACILITY III LLC,5/12/2014,ZAIDA L TORRES,6,For-Profit,https://goldenagealfs.com/
11953434,8126,6/20/2019,9/17/2021,Assisted Living Facility,GOLDEN AGE ASSISTED LIVING FACILITY IV LLC,7450 W 14TH CT,,HIALEAH,FL,33014-3414,Miami-Dade,(786) 360-3661,7450 W 14TH CT,,HIALEAH,FL,33014-3414,Miami-Dade,LICENSED,GOLDEN AGE ASSISTED LIVING FACILITY IV LLC,6/20/2013,DAYAMI MOLINA,6,For-Profit,www.goldenagealf.com
11968393,12292,11/28/2018,2/25/2021,Assisted Living Facility,GOLDEN AGE ASSISTED LIVING FACILITY  CORP,5970 NW 3RD STREET,,MIAMI,FL,33126,Miami-Dade,(305) 456-9538,5970 NW 3RD STREET,,MIAMI,FL,33126,Miami-Dade,LICENSED,GOLDEN AGE ASSISTED LIVING FACILITY CORP,8/31/2012,ZAIDA L TORRES,6,For-Profit,
11968984,12838,5/25/2018,5/24/2020,Assisted Living Facility,GOLDEN AGE AT BRENTFORD COURT,516 BRENTFORD CT,,KISSIMMEE,FL,34758,Osceola,(407) 201-2486,3937 PORT SEA PL,,KISSIMMEE,FL,34746,Osceola,LICENSED,GOLDEN AGE SENIOR LIVING CARE LLC,2/8/2016,MARIE LAWRENCE,6,For-Profit,goldenageseniorliving.net
11967764,11817,5/24/2018,5/23/2020,Assisted Living Facility,GOLDEN AGE FAMILY HOME II  INC,15962 SW 81 STREET,,MIAMI,FL,33193,Miami-Dade,(305) 385-5498,15962 SW 81 STREET,,MIAMI,FL,33193,Miami-Dade,LICENSED,GOLDEN AGE FAMILY HOME II  INC.,12/7/2009,MAITE MOMPIE,6,For-Profit,
11910732,1063,6/10/2019,9/7/2021,Assisted Living Facility,GOLDEN AGE MANOR ALF,1110 SW 40TH AVE,,PLANTATION,FL,33317-4527,Broward,(954) 583-3321,1110 SW 40TH AVE,,PLANTATION,FL,33317-4527,Broward,LICENSED,E & B ALF  INC.,4/5/2013,ELLA FURMAN,29,For-Profit,
11968514,12378,7/26/2019,10/23/2021,Assisted Living Facility,GOLDEN AGE SENIOR LIVING CARE LLC,533 BRISTOL CR,,KISSIMMEE,FL,34758,Osceola,(407) 201-5623,3937 PORT SEA PLACE,,KISSIMMEE,FL,34746,Osceola,LICENSED,GOLDEN AGE SENIOR LIVING CARE LLC,6/13/2013,MARIE LAWRENCE,6,For-Profit,goldenageseniorliving.net
11966622,10786,3/3/2020,2/9/2020,Assisted Living Facility,GOLDEN AGE SENIORS OF SUNRISE  INC.,9811 NW 31ST PLACE,,SUNRISE,FL,33351,Broward,(954) 708-9264,9811 NW 31ST PLACE,,SUNRISE,FL,33351,Broward,IN LITIGATION,GOLDEN AGE SENIORS OF SUNRISE  INC.,12/7/2010,SAMANTHA N GRAHAM,6,For-Profit,
11969044,12875,7/18/2018,10/15/2020,Assisted Living Facility,GOLDEN CARE FACILITY LLC,4909 ROYAL CT S,,WEST PALM BEACH,FL,33415,Palm Beach,(561) 429-4860,4909 ROYAL CT S,,WEST PALM BEACH,FL,33415,Palm Beach,LICENSED,GOLDEN CARE FACILITY LLC,5/17/2016,PEDRO REYES,5,For-Profit,
11968986,12905,9/12/2018,12/10/2020,Assisted Living Facility,GOLDEN CARRIAGE RETIREMENT HOME,926 MELLER WAY,,ORLANDO,FL,32825,Orange,(321) 356-9636,926 MELLER WAY,,ORLANDO,FL,32825,Orange,LICENSED,GOLDEN CARRIAGE RETIREMENT HOME  LLC,2/19/2016,MARIE YOLAINE PUN,6,For-Profit,www.goldencarriagealf.com
11965458,9837,4/20/2020,7/18/2022,Assisted Living Facility,GOLDEN COVE ALF,918 EGAN DRIVE,,ORLANDO,FL,32822,Orange,(407) 281-1886,918 EGAN DRIVE,,ORLANDO,FL,32822,Orange,LICENSED,GOLDEN COVE ALF INC.,1/20/2004,YOLETTE PRECIL,6,For-Profit,GOLDENCOVEALF.COM
11966939,11065,12/30/2019,3/29/2022,Assisted Living Facility,GOLDEN GIRLS HOME  INC,15700 SW 102ND AVE,,MIAMI,FL,33157-1655,Miami-Dade,(305) 333-0567,15700 SW 102ND AVE,,MIAMI,FL,33157-1655,Miami-Dade,LICENSED,GOLDEN GIRLS HOME INC,4/23/2007,JACQUELINE LAMAS,6,For-Profit,www.goldengirlshome.com
11968053,12021,7/11/2019,10/8/2021,Assisted Living Facility,GOLDEN HOUSE SENIOR LIVING #1,3991 CR 210 WEST,,SAINT JOHNS,FL,32259,St. Johns,(904) 874-7165,3991 CR 210 WEST,,SAINT JOHNS,FL,32259,St. Johns,LICENSED,GOLDEN HOUSE ASSISTED LIVING INC.,3/23/2011,GABRIELA PELLOSMAA,10,For-Profit,
11966850,11015,3/12/2019,6/9/2021,Assisted Living Facility,GOLDEN LIFE ALF LLC,200 SE LINCOLN CIR N,,ST PETERSBURG,FL,33703-1435,Pinellas,(727) 520-9314,200 SE LINCOLN CIR N,,PINELLAS PARK,FL,33703-1435,Pinellas,LICENSED,GOLDEN LIFE ALF LLC,3/16/2015,MARIA E LABIOS,6,For-Profit,
11969652,13428,3/9/2020,3/8/2022,Assisted Living Facility,GOLDEN MANOR ASSISTED LIVING FACILITY LLC,197 NW GWEN LAKE AVE,,LAKE CITY,FL,32055,Columbia,(386) 697-9425,PO BOX 2666,,LAKE CITY,FL,32055,Columbia,LICENSED,Golden Manor Assisted Living Facility LLC,12/2/2019,MARDELL JACKSON,5,For-Profit,
11964009,8845,12/5/2019,9/3/2020,Assisted Living Facility,GOLDEN MEMORIES LLC,1162 WEST 30TH STREET,,HIALEAH,FL,33012,Miami-Dade,(305) 819-8710,1162 W 30 ST,,HIALEAH,FL,33012,Miami-Dade,PROVISIONAL,Golden Memories LLC,10/8/2019,MARIA SOSA,6,For-Profit,
11965572,9930,7/28/2018,10/25/2020,Assisted Living Facility,GOLDEN PALMS-ASSISTED LIVING FACILITY  INC.,7280 NW 169 STREET,,MIAMI,FL,33015,Miami-Dade,(305) 826-9261,7280 NW 169 STREET,,MIAMI,FL,33015,Miami-Dade,LICENSED,GOLDEN PALMS ASSISTED LIVING FACILITY  INC.,7/26/2006,EDUARDO PEREZ,6,For-Profit,
11965225,9626,2/22/2019,5/22/2021,Assisted Living Facility,GOLDEN POND COMMUNITIES,402 LAKEVIEW ROAD,,WINTER GARDEN,FL,34787,Orange,(407) 654-7217,402 LAKEVIEW ROAD,,WINTER GARDEN,FL,34787,Orange,LICENSED,WINTER GARDEN OPCO  LLC.,2/22/2017,SAMUEL L STONE,108,For-Profit,http://goldenpondcommunities.com/
11967251,11306,4/22/2018,4/21/2020,Assisted Living Facility,GOLDEN RANCH  INC.,5711 SW 196TH LANE,,SOUTHWEST RANCHES,FL,33332,Broward,(954) 680-7019,5711 SW 196TH LANE,,SOUTHWEST RANCHES,FL,33332,Broward,IN REVIEW,GOLDEN RANCH  INC.,2/29/2008,GEORGINA DORADO,6,For-Profit,
11967602,11587,5/26/2019,8/23/2021,Assisted Living Facility,GOLDEN RETREAT ALF,6746 MASSACHUSETTS DR,,LAKE WORTH,FL,33462-3836,Palm Beach,(561) 966-9535,6746 MASSACHUSETTS DR,,LAKE WORTH,FL,33462-3836,Palm Beach,LICENSED,GOLDEN RETREAT ASSISTED LIVING FACILITY LLC,4/27/2009,JACQUES AUGUSTUS DAVIS,5,For-Profit,
11969312,13127,12/17/2019,5/7/2022,Assisted Living Facility,GOLDEN RETREAT OF NAPLES INC,3670 58TH AVE NE,,NAPLES,FL,34120,Collier,(239) 213-4257,3670 58TH AVE NE,,NAPLES,FL,34120,Collier,LICENSED,GOLDEN RETREAT OF NAPLES INC,11/16/2017,ALICIA HEGUI,6,For-Profit,
11910320,5846,10/5/2019,1/2/2022,Assisted Living Facility,GOLDEN RETREAT SHELTER CARE CENTER  INC.,4410 MONCRIEF RD. W.,,JACKSONVILLE,FL,32209,Duval,(904) 764-2581,4410 MONCRIEF RD. W.,,JACKSONVILLE,FL,32209,Duval,LICENSED,JONES SHELTER AND CARE  INC.,10/5/2001,AISHA JONES,93,For-Profit,
11968623,12488,4/10/2018,4/9/2020,Assisted Living Facility,GOLDEN RETREAT-2 ASSISTED LIVING FACILITY LLC,9465 LONGMEADOW CIR,,BOYNTON BEACH,FL,33436,Palm Beach,(561) 234-7723,9465 LONGMEADOW CIR,,BOYNTON BEACH,FL,33436,Palm Beach,IN REVIEW,GOLDEN RETREAT 2 ASSISTED LIVING FACILITY LLC,2/24/2014,CLOVER DAVIS,5,For-Profit,
